dataset,seed,method,ensemble_type,ensemble_size,ensemble_unique_size,nll_test,c1,c2,epi_scalar,path
imdb,2,pure_logits,greedy_50_post_calib,50,15,0.0963173434138298,1.6423157017909205,0.5247813411078717,1,llm_experiments_data/arrays/ftc_imdb_2_pure_logits_greedy_50_post_calib_2025-04-25.npz
imdb,2,pure_logits,greedy_50_calib_once,8,8,0.09601764380931854,1.573744273219492,2.1807580174927117,1,llm_experiments_data/arrays/ftc_imdb_2_pure_logits_greedy_50_calib_once_2025-04-25.npz
imdb,2,pure_logits,greedy_50_calib_every_step,9,9,0.09555870294570923,1.573744273219492,2.1990837151187006,1,llm_experiments_data/arrays/ftc_imdb_2_pure_logits_greedy_50_calib_every_step_2025-04-25.npz
imdb,3,convex_comb,greedy_unique_5_baseline,5,5,0.11789689213037491,,,,llm_experiments_data/arrays/ftc_imdb_3_convex_comb_greedy_unique_5_baseline_2025-04-25.npz
imdb,3,convex_comb,greedy_50_baseline,50,19,0.10881014913320541,,,,llm_experiments_data/arrays/ftc_imdb_3_convex_comb_greedy_50_baseline_2025-04-25.npz
imdb,3,convex_comb,greedy_50_temp_baseline,50,19,0.10586976259946823,1.126530612244898,,,llm_experiments_data/arrays/ftc_imdb_3_convex_comb_greedy_50_temp_baseline_2025-04-25.npz
imdb,3,convex_comb,greedy_unique_5_temp_baseline,5,5,0.10500560700893402,1.4020408163265308,,,llm_experiments_data/arrays/ftc_imdb_3_convex_comb_greedy_unique_5_temp_baseline_2025-04-25.npz
imdb,3,convex_comb,greedy_unique_5_post_calib,5,5,0.10324222594499588,1.5060724698042485,0.0,1,llm_experiments_data/arrays/ftc_imdb_3_convex_comb_greedy_unique_5_post_calib_2025-04-25.npz
imdb,3,convex_comb,greedy_50_post_calib,50,19,0.10059501230716705,1.3963182007496877,0.0,1,llm_experiments_data/arrays/ftc_imdb_3_convex_comb_greedy_50_post_calib_2025-04-25.npz
imdb,3,convex_comb,greedy_50_calib_once,8,8,0.09844910353422165,1.753869221157851,0.0,1,llm_experiments_data/arrays/ftc_imdb_3_convex_comb_greedy_50_calib_once_2025-04-25.npz
imdb,3,convex_comb,greedy_50_calib_every_step,7,7,0.09877628833055496,1.7255810079133695,0.0,1,llm_experiments_data/arrays/ftc_imdb_3_convex_comb_greedy_50_calib_every_step_2025-04-25.npz
imdb,3,pure_logits,greedy_unique_5_baseline,5,5,0.11789689213037491,,,,llm_experiments_data/arrays/ftc_imdb_3_pure_logits_greedy_unique_5_baseline_2025-04-25.npz
imdb,3,pure_logits,greedy_50_baseline,50,19,0.10881014913320541,,,,llm_experiments_data/arrays/ftc_imdb_3_pure_logits_greedy_50_baseline_2025-04-25.npz
imdb,3,pure_logits,greedy_50_temp_baseline,50,19,0.10586976259946823,1.126530612244898,,,llm_experiments_data/arrays/ftc_imdb_3_pure_logits_greedy_50_temp_baseline_2025-04-25.npz
imdb,3,pure_logits,greedy_unique_5_temp_baseline,5,5,0.10500560700893402,1.4020408163265308,,,llm_experiments_data/arrays/ftc_imdb_3_pure_logits_greedy_unique_5_temp_baseline_2025-04-25.npz
imdb,3,pure_logits,greedy_unique_5_post_calib,5,5,0.10301478207111359,1.6290712203248647,0.326530612244898,1,llm_experiments_data/arrays/ftc_imdb_3_pure_logits_greedy_unique_5_post_calib_2025-04-25.npz
imdb,3,pure_logits,greedy_50_post_calib,50,19,0.09914582222700119,1.53076218242399,0.6397334443981675,1,llm_experiments_data/arrays/ftc_imdb_3_pure_logits_greedy_50_post_calib_2025-04-25.npz
imdb,3,pure_logits,greedy_50_calib_once,8,8,0.09776584804058075,1.3963182007496877,2.577259475218659,1,llm_experiments_data/arrays/ftc_imdb_3_pure_logits_greedy_50_calib_once_2025-04-25.npz
imdb,3,pure_logits,greedy_50_calib_every_step,10,10,0.09722375124692917,1.3498375676801333,2.752186588921283,1,llm_experiments_data/arrays/ftc_imdb_3_pure_logits_greedy_50_calib_every_step_2025-04-25.npz
imdb,4,convex_comb,greedy_unique_5_baseline,5,5,0.12233509868383408,,,,llm_experiments_data/arrays/ftc_imdb_4_convex_comb_greedy_unique_5_baseline_2025-04-25.npz
imdb,4,convex_comb,greedy_50_baseline,50,14,0.10747212916612625,,,,llm_experiments_data/arrays/ftc_imdb_4_convex_comb_greedy_50_baseline_2025-04-25.npz
imdb,4,convex_comb,greedy_50_temp_baseline,50,14,0.10720304399728775,1.0163265306122449,,,llm_experiments_data/arrays/ftc_imdb_4_convex_comb_greedy_50_temp_baseline_2025-04-25.npz
imdb,4,convex_comb,greedy_unique_5_temp_baseline,5,5,0.10141028463840485,1.5122448979591838,,,llm_experiments_data/arrays/ftc_imdb_4_convex_comb_greedy_unique_5_temp_baseline_2025-04-25.npz
imdb,4,convex_comb,greedy_unique_5_post_calib,5,5,0.10149407386779785,1.5481549354435653,0.25389421074552265,1,llm_experiments_data/arrays/ftc_imdb_4_convex_comb_greedy_unique_5_post_calib_2025-04-25.npz
imdb,4,convex_comb,greedy_50_post_calib,50,14,0.10345695167779922,1.265472719700125,0.0,1,llm_experiments_data/arrays/ftc_imdb_4_convex_comb_greedy_50_post_calib_2025-04-25.npz
imdb,4,convex_comb,greedy_50_calib_once,8,8,0.10052558779716492,1.5865389421074554,0.30987088713036237,1,llm_experiments_data/arrays/ftc_imdb_4_convex_comb_greedy_50_calib_once_2025-04-25.npz
imdb,4,convex_comb,greedy_50_calib_every_step,8,8,0.10052558779716492,1.5865389421074554,0.30987088713036237,1,llm_experiments_data/arrays/ftc_imdb_4_convex_comb_greedy_50_calib_every_step_2025-04-25.npz
imdb,4,pure_logits,greedy_unique_5_baseline,5,5,0.12233509868383408,,,,llm_experiments_data/arrays/ftc_imdb_4_pure_logits_greedy_unique_5_baseline_2025-04-25.npz
imdb,4,pure_logits,greedy_50_baseline,50,14,0.10747212916612625,,,,llm_experiments_data/arrays/ftc_imdb_4_pure_logits_greedy_50_baseline_2025-04-25.npz
imdb,4,pure_logits,greedy_50_temp_baseline,50,14,0.10720304399728775,1.0163265306122449,,,llm_experiments_data/arrays/ftc_imdb_4_pure_logits_greedy_50_temp_baseline_2025-04-25.npz
imdb,4,pure_logits,greedy_unique_5_temp_baseline,5,5,0.10141028463840485,1.5122448979591838,,,llm_experiments_data/arrays/ftc_imdb_4_pure_logits_greedy_unique_5_temp_baseline_2025-04-25.npz
imdb,4,pure_logits,greedy_unique_5_post_calib,5,5,0.10121257603168488,1.5184173261141192,1.1895043731778425,1,llm_experiments_data/arrays/ftc_imdb_4_pure_logits_greedy_unique_5_post_calib_2025-04-25.npz
imdb,4,pure_logits,greedy_50_post_calib,50,14,0.10130880773067474,1.4192086630570597,0.6097459391920034,1,llm_experiments_data/arrays/ftc_imdb_4_pure_logits_greedy_50_post_calib_2025-04-25.npz
imdb,4,pure_logits,greedy_50_calib_once,6,6,0.10069801658391953,1.573744273219492,1.0912119950020824,1,llm_experiments_data/arrays/ftc_imdb_4_pure_logits_greedy_50_calib_once_2025-04-25.npz
imdb,4,pure_logits,greedy_50_calib_every_step,10,9,0.09936171770095825,1.4306538942107456,1.7842565597667641,1,llm_experiments_data/arrays/ftc_imdb_4_pure_logits_greedy_50_calib_every_step_2025-04-25.npz
mteb/tweet_sentiment_extraction,0,convex_comb,greedy_unique_5_baseline,5,5,0.5085240006446838,,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_convex_comb_greedy_unique_5_baseline_2025-04-25.npz
mteb/tweet_sentiment_extraction,0,convex_comb,greedy_50_baseline,50,21,0.47722962498664856,,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_convex_comb_greedy_50_baseline_2025-04-25.npz
mteb/tweet_sentiment_extraction,0,convex_comb,greedy_50_temp_baseline,50,21,0.47563061118125916,1.0714285714285714,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_convex_comb_greedy_50_temp_baseline_2025-04-25.npz
mteb/tweet_sentiment_extraction,0,convex_comb,greedy_unique_5_temp_baseline,5,5,0.5069676637649536,1.0714285714285714,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_convex_comb_greedy_unique_5_temp_baseline_2025-04-25.npz
mteb/tweet_sentiment_extraction,0,convex_comb,greedy_unique_5_post_calib,5,5,0.4978741705417633,1.3182007496876302,0.0,1,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_convex_comb_greedy_unique_5_post_calib_2025-04-25.npz
mteb/tweet_sentiment_extraction,0,convex_comb,greedy_50_post_calib,50,21,0.47207877039909363,1.297109537692628,0.0,1,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_convex_comb_greedy_50_post_calib_2025-04-25.npz
mteb/tweet_sentiment_extraction,0,convex_comb,greedy_50_calib_once,11,11,0.47093188762664795,1.8096459808413161,0.0,1,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_convex_comb_greedy_50_calib_once_2025-04-25.npz
mteb/tweet_sentiment_extraction,0,convex_comb,greedy_50_calib_every_step,11,11,0.47093188762664795,1.8096459808413161,0.0,1,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_convex_comb_greedy_50_calib_every_step_2025-04-25.npz
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_unique_5_baseline,5,5,0.5085240006446838,,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_unique_5_baseline_2025-04-25.npz
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_baseline,50,21,0.47722962498664856,,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_baseline_2025-04-25.npz
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_temp_baseline,50,21,0.47563061118125916,1.0714285714285714,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_temp_baseline_2025-04-25.npz
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_unique_5_temp_baseline,5,5,0.5069676637649536,1.0714285714285714,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_unique_5_temp_baseline_2025-04-25.npz
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_unique_5_post_calib,5,5,0.4809848666191101,1.5060724698042485,0.24489795918367346,1,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_unique_5_post_calib_2025-04-25.npz
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_post_calib,50,21,0.4686969518661499,1.4393002915451896,0.6547271970012495,1,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_post_calib_2025-04-25.npz
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_calib_once,21,18,0.4578535556793213,1.352436484798001,3.598500624739692,1,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_calib_once_2025-04-25.npz
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_calib_every_step,27,22,0.45736485719680786,1.2518783840066638,3.861724281549355,1,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_calib_every_step_2025-04-25.npz
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_unique_5_baseline,5,5,0.5095067620277405,,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_1_convex_comb_greedy_unique_5_baseline_2025-04-25.npz
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_50_baseline,50,23,0.4770248830318451,,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_1_convex_comb_greedy_50_baseline_2025-04-25.npz
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_50_temp_baseline,50,23,0.47651615738868713,1.0714285714285714,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_1_convex_comb_greedy_50_temp_baseline_2025-04-25.npz
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_unique_5_temp_baseline,5,5,0.5042905211448669,1.126530612244898,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_1_convex_comb_greedy_unique_5_temp_baseline_2025-04-25.npz
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_unique_5_post_calib,5,5,0.4908716082572937,1.3848729695960018,0.0,1,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_1_convex_comb_greedy_unique_5_post_calib_2025-04-25.npz
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_50_post_calib,50,23,0.4723294973373413,1.2619741774260724,0.0,1,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_1_convex_comb_greedy_50_post_calib_2025-04-25.npz
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_50_calib_once,14,14,0.4696155786514282,1.7397251145356103,0.0,1,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_1_convex_comb_greedy_50_calib_once_2025-04-25.npz
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_50_calib_every_step,10,10,0.4708119332790375,1.8202915451895045,0.0,1,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_1_convex_comb_greedy_50_calib_every_step_2025-04-25.npz
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_unique_5_baseline,5,5,0.5095067620277405,,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_1_pure_logits_greedy_unique_5_baseline_2025-04-25.npz
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_50_baseline,50,23,0.4770248830318451,,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_1_pure_logits_greedy_50_baseline_2025-04-25.npz
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_50_temp_baseline,50,23,0.47651615738868713,1.0714285714285714,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_1_pure_logits_greedy_50_temp_baseline_2025-04-25.npz
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_unique_5_temp_baseline,5,5,0.5042905211448669,1.126530612244898,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_1_pure_logits_greedy_unique_5_temp_baseline_2025-04-25.npz
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_unique_5_post_calib,5,5,0.47544923424720764,1.5481549354435653,0.24489795918367346,1,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_1_pure_logits_greedy_unique_5_post_calib_2025-04-25.npz
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_50_post_calib,50,23,0.467235267162323,1.4511953352769682,0.5847563515201999,1,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_1_pure_logits_greedy_50_post_calib_2025-04-25.npz
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_50_calib_once,14,13,0.4590684473514557,1.4077634319033736,3.251978342357351,1,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_1_pure_logits_greedy_50_calib_once_2025-04-25.npz
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_50_calib_every_step,15,14,0.45915406942367554,1.396418159100375,3.370262390670554,1,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_1_pure_logits_greedy_50_calib_every_step_2025-04-25.npz
mteb/tweet_sentiment_extraction,2,convex_comb,greedy_unique_5_baseline,5,5,0.49763917922973633,,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_2_convex_comb_greedy_unique_5_baseline_2025-04-25.npz
mteb/tweet_sentiment_extraction,2,convex_comb,greedy_50_baseline,50,23,0.4738423824310303,,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_2_convex_comb_greedy_50_baseline_2025-04-25.npz
mteb/tweet_sentiment_extraction,2,convex_comb,greedy_50_temp_baseline,50,23,0.4736723005771637,1.0163265306122449,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_2_convex_comb_greedy_50_temp_baseline_2025-04-25.npz
mteb/tweet_sentiment_extraction,2,convex_comb,greedy_unique_5_temp_baseline,5,5,0.4971521198749542,1.0714285714285714,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_2_convex_comb_greedy_unique_5_temp_baseline_2025-04-25.npz
mteb/tweet_sentiment_extraction,2,convex_comb,greedy_unique_5_post_calib,5,5,0.4902462661266327,1.352436484798001,0.0,1,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_2_convex_comb_greedy_unique_5_post_calib_2025-04-25.npz
mteb/tweet_sentiment_extraction,2,convex_comb,greedy_50_post_calib,50,23,0.47073930501937866,1.2619741774260724,0.0,1,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_2_convex_comb_greedy_50_post_calib_2025-04-25.npz
mteb/tweet_sentiment_extraction,2,convex_comb,greedy_50_calib_once,13,12,0.47075527906417847,1.795052061640983,0.0,1,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_2_convex_comb_greedy_50_calib_once_2025-04-25.npz
mteb/tweet_sentiment_extraction,2,convex_comb,greedy_50_calib_every_step,10,10,0.47148382663726807,1.8202915451895045,0.0,1,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_2_convex_comb_greedy_50_calib_every_step_2025-04-25.npz
mteb/tweet_sentiment_extraction,2,pure_logits,greedy_unique_5_baseline,5,5,0.49763917922973633,,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_2_pure_logits_greedy_unique_5_baseline_2025-04-25.npz
mteb/tweet_sentiment_extraction,2,pure_logits,greedy_50_baseline,50,23,0.4738423824310303,,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_2_pure_logits_greedy_50_baseline_2025-04-25.npz
mteb/tweet_sentiment_extraction,2,pure_logits,greedy_50_temp_baseline,50,23,0.4736723005771637,1.0163265306122449,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_2_pure_logits_greedy_50_temp_baseline_2025-04-25.npz
mteb/tweet_sentiment_extraction,2,pure_logits,greedy_unique_5_temp_baseline,5,5,0.4971521198749542,1.0714285714285714,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_2_pure_logits_greedy_unique_5_temp_baseline_2025-04-25.npz
mteb/tweet_sentiment_extraction,2,pure_logits,greedy_unique_5_post_calib,5,5,0.4765148460865021,1.53076218242399,0.163265306122449,1,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_2_pure_logits_greedy_unique_5_post_calib_2025-04-25.npz
